acnumber,custid,first_name,last_name,branch_city,account_status,account_typeaccount_activation_date,account_balance,phone,kyc_status,tri_monthly_avg_balance
A00181,C00181,Carter,Foley,Cereté,ACTIVE,CURRENT,19-07-1981,41148,8325472585,Y,7035
A00245,C00245,Illiana,Doyle,Stockholm,ACTIVE,CURRENT,21-06-1981,45196,7444298646,Y,3998
A00474,C00474,Kelsie,Rivas,Balsas,INACTIVE,SAVINGS,25-04-1981,18609,6239485451,Y,1832
A00044,C00044,Gail,Burns,Kaluga,SUSPENDED,DMAT,19-04-1981,43170,7517981845,N,7501
A00657,C00657,Monica,Bright,Moreno Valley,INACTIVE,SAVINGS,29-03-1981,26796,8686585434,Y,9444
A01143,C01143,Tyson,Lyon,Oakland,SUSPENDED,DMAT,24-03-1981,17797,9368451142,N,6200
A01394,C01394,Joseph,Farmer,Anaheim,SUSPENDED,DMAT,22-03-1981,24859,6383928238,N,2271
A00761,C00761,Peter,Tutton,Venice,SUSPENDED,DMAT,18-03-1981,31005,8772322426,Y,2805
A00329,C00329,Benjamin,Carlson,Kherson,INACTIVE,SAVINGS,18-02-1981,43578,9562351715,Y,7214
A00699,C00699,Bob,Chapman,St. Louis,ACTIVE,CURRENT,02-02-1981,49560,7276285883,N,3807
A00855,C00855,David,Powell,Saint Paul,INACTIVE,SAVINGS,24-01-1981,35100,6489384395,N,7200
A01259,C01259,Nicholas,Weston,Albuquerque,SUSPENDED,DMAT,22-01-1981,41375,7424338788,N,8964
A00959,C00959,Nick,Whinter,Innsbruck,ACTIVE,CURRENT,17-01-1981,46716,7585688675,N,4148
A00710,C00710,Keira,Duvall,Murfreesboro,ACTIVE,CURRENT,13-01-1981,28896,7346728716,Y,1298
A00099,C00099,Graiden,Leach,Bajaur Agency,SUSPENDED,DMAT,11-12-1980,18247,6242686783,N,9518
A01370,C01370,Emery,Vangness,Ontario,ACTIVE,CURRENT,01-12-1980,23377,8377884864,N,5115
A01414,C01414,Jaylene,Poulton,Washington,ACTIVE,CURRENT,20-10-1980,46935,9863477333,N,9113
A00159,C00159,Erich,Marshall,Alphen aan den Rijn,INACTIVE,SAVINGS,04-10-1980,37429,9768843715,N,5742
A01412,C01412,Savannah,Baker,Columbus,SUSPENDED,DMAT,03-10-1980,32995,7487726555,Y,1325
A00177,C00177,Edward,Byers,San Pedro,INACTIVE,SAVINGS,02-10-1980,44816,6725474984,Y,8231
A00278,C00278,Brielle,Walsh,Chongqing,SUSPENDED,DMAT,30-09-1980,23354,9172285697,Y,4126
A00520,C00520,Domenic,Alexander,Oakland,ACTIVE,CURRENT,23-08-1980,16730,8242373879,N,8255
A01094,C01094,Louise,Adler,Norfolk,INACTIVE,SAVINGS,22-08-1980,42923,7422764233,N,5367
A00284,C00284,Steven,Nolan,Guápiles,INACTIVE,SAVINGS,27-07-1980,17230,9434856963,N,3976
A01187,C01187,Martin,Eaton,Venice,SUSPENDED,DMAT,27-07-1980,42099,6613878393,N,4143
A00786,C00786,Zoe,Baxter,Seattle,SUSPENDED,DMAT,23-07-1980,44566,8266337216,Y,2024
A01320,C01320,Molly,Nobbs,Columbus,SUSPENDED,DMAT,16-07-1980,36709,9619621897,Y,7527
A00250,C00250,Lillian,Rojas,Delicias,SUSPENDED,DMAT,09-07-1980,33005,7145867528,Y,1922
A00635,C00635,Mona,Hammond,Bucharest,SUSPENDED,DMAT,04-07-1980,34851,7637515272,N,1619
A00810,C00810,Tony,Weasley,Fayetteville,INACTIVE,SAVINGS,02-07-1980,16927,7848696739,Y,8498
A00363,C00363,Rhonda,Mueller,Vigo,ACTIVE,CURRENT,15-06-1980,20282,6795461754,N,7833
A00377,C00377,Tamekah,Molina,Sandnes,SUSPENDED,DMAT,12-06-1980,48851,9554549658,Y,4114
A00905,C00905,Javier,Bell,Norfolk,SUSPENDED,DMAT,12-05-1980,18484,8972378539,Y,4446
A00846,C00846,Marissa,Rose,Quebec,INACTIVE,SAVINGS,06-05-1980,43109,6414268284,Y,7558
A01166,C01166,Matthew,Mason,Chicago,INACTIVE,SAVINGS,28-04-1980,30135,7897533546,N,3409
A01457,C01457,Caleb,Lynch,Scottsdale,SUSPENDED,DMAT,09-04-1980,23977,9623123768,N,2731
A01186,C01186,Owen,Booth,Milano,SUSPENDED,DMAT,28-03-1980,21382,9342932848,N,2803
A00110,C00110,Chancellor,Gomez,Sanzeno,ACTIVE,CURRENT,25-03-1980,16889,7421883431,Y,2796
A01493,C01493,Hazel,Hunter,Indianapolis,SUSPENDED,DMAT,04-02-1980,19908,6297112255,N,4832
A01040,C01040,Savannah,Hammond,Henderson,INACTIVE,SAVINGS,05-01-1980,17920,8394683685,Y,7536
A00840,C00840,Ethan,Bolton,Innsbruck,SUSPENDED,DMAT,04-01-1980,22097,8554748445,N,6828
